出口voc,进口voc,风管内风速值,进口0出口1,创建时间,风量,风速段,浓度时间段,时间段序号,拼接时间段,穿透率,处理效率
2.5,1.0,10.4,0,1970-01-01 00:29:14.888381,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.0,10.54,0,1970-01-01 00:29:14.888411,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.6,10.24,0,1970-01-01 00:29:14.888421,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.32,0,1970-01-01 00:29:14.888431,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.2,0,1970-01-01 00:29:14.888441,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,10.29,0,1970-01-01 00:29:14.888451,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.6,10.52,0,1970-01-01 00:29:14.888462,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.3,10.42,0,1970-01-01 00:29:14.888472,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.3,10.26,0,1970-01-01 00:29:14.888482,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.3,10.42,0,1970-01-01 00:29:14.888492,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.2,10.41,0,1970-01-01 00:29:14.888502,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,8.9,10.52,0,1970-01-01 00:29:14.888512,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.6,10.41,0,1970-01-01 00:29:14.888523,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.2,10.42,0,1970-01-01 00:29:14.888532,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.9,10.4,0,1970-01-01 00:29:14.888542,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,8.9,10.07,0,1970-01-01 00:29:14.888552,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,8.4,10.55,0,1970-01-01 00:29:14.888563,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.8,10.45,0,1970-01-01 00:29:14.888573,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,8.6,10.46,0,1970-01-01 00:29:14.888583,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,10.8,10.26,0,1970-01-01 00:29:14.888593,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.1,10.37,0,1970-01-01 00:29:14.888603,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.9,10.44,0,1970-01-01 00:29:14.888613,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.2,10.16,0,1970-01-01 00:29:14.888624,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.1,10.31,0,1970-01-01 00:29:14.888634,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.1,10.51,0,1970-01-01 00:29:14.888644,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.1,10.84,0,1970-01-01 00:29:14.888654,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,10.14,0,1970-01-01 00:29:14.888664,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.8,10.48,0,1970-01-01 00:29:14.888674,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.2,10.18,0,1970-01-01 00:29:14.888684,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,11.3,10.42,0,1970-01-01 00:29:14.888694,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.9,10.62,0,1970-01-01 00:29:14.888705,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.3,10.57,0,1970-01-01 00:29:14.888715,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.0,10.17,0,1970-01-01 00:29:14.888725,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.3,10.32,0,1970-01-01 00:29:14.888735,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.1,10.64,0,1970-01-01 00:29:14.888745,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,10.2,10.4,0,1970-01-01 00:29:14.888755,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.0,10.46,0,1970-01-01 00:29:14.888765,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,8.2,10.37,0,1970-01-01 00:29:14.888775,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.1,10.27,0,1970-01-01 00:29:14.888785,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.7,10.65,0,1970-01-01 00:29:14.888795,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.6,10.39,0,1970-01-01 00:29:14.888805,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.9,10.44,0,1970-01-01 00:29:14.888815,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.1,10.17,0,1970-01-01 00:29:14.888835,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.7,10.55,0,1970-01-01 00:29:14.888845,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.6,10.43,0,1970-01-01 00:29:14.888856,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.7,10.61,0,1970-01-01 00:29:14.888876,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.5,10.51,0,1970-01-01 00:29:14.888886,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,11.3,10.44,0,1970-01-01 00:29:14.888896,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.6,10.32,0,1970-01-01 00:29:14.888916,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.1,10.34,0,1970-01-01 00:29:14.888936,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,11.1,10.21,0,1970-01-01 00:29:14.888946,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.2,10.51,0,1970-01-01 00:29:14.888957,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.8,10.54,0,1970-01-01 00:29:14.888967,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.7,10.3,0,1970-01-01 00:29:14.888977,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.2,10.51,0,1970-01-01 00:29:14.888997,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.1,10.56,0,1970-01-01 00:29:14.889017,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.9,10.42,0,1970-01-01 00:29:14.889038,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.2,10.77,0,1970-01-01 00:29:14.889048,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.9,10.4,0,1970-01-01 00:29:14.889058,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.1,10.3,0,1970-01-01 00:29:14.889068,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.9,10.62,0,1970-01-01 00:29:14.889088,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.7,10.48,0,1970-01-01 00:29:14.889098,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,8.4,10.44,0,1970-01-01 00:29:14.889108,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.7,10.45,0,1970-01-01 00:29:14.889118,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.1,10.49,0,1970-01-01 00:29:14.889129,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.0,10.32,0,1970-01-01 00:29:14.889138,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.8,10.45,0,1970-01-01 00:29:14.889149,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.3,10.58,0,1970-01-01 00:29:14.889159,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.0,10.49,0,1970-01-01 00:29:14.889169,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.8,10.42,0,1970-01-01 00:29:14.889179,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.0,10.37,0,1970-01-01 00:29:14.889189,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.3,10.36,0,1970-01-01 00:29:14.889199,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.7,10.49,0,1970-01-01 00:29:14.889209,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.7,10.64,0,1970-01-01 00:29:14.889219,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.9,10.33,0,1970-01-01 00:29:14.889230,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.5,10.4,0,1970-01-01 00:29:14.889240,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.9,10.4,0,1970-01-01 00:29:14.889250,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.3,10.39,0,1970-01-01 00:29:14.889260,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.0,10.37,0,1970-01-01 00:29:14.889270,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.9,10.42,0,1970-01-01 00:29:14.889280,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.3,10.15,0,1970-01-01 00:29:14.889291,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.8,10.37,0,1970-01-01 00:29:14.889301,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.4,10.24,0,1970-01-01 00:29:14.889310,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.6,10.23,0,1970-01-01 00:29:14.889320,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.1,10.43,0,1970-01-01 00:29:14.889331,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.6,10.53,0,1970-01-01 00:29:14.889351,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.7,10.52,0,1970-01-01 00:29:14.889361,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.7,10.42,0,1970-01-01 00:29:14.889371,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.3,10.41,0,1970-01-01 00:29:14.889381,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.1,10.43,0,1970-01-01 00:29:14.889391,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.5,10.4,0,1970-01-01 00:29:14.889411,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.4,10.46,0,1970-01-01 00:29:14.889421,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.9,10.3,0,1970-01-01 00:29:14.889431,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.5,10.4,0,1970-01-01 00:29:14.889441,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,10.39,0,1970-01-01 00:29:14.889452,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.5,10.58,0,1970-01-01 00:29:14.889462,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.8,10.43,0,1970-01-01 00:29:14.889482,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,10.48,0,1970-01-01 00:29:14.889492,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.4,10.34,0,1970-01-01 00:29:14.889512,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.41,0,1970-01-01 00:29:14.889533,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.2,10.18,0,1970-01-01 00:29:14.889553,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.5,10.32,0,1970-01-01 00:29:14.889563,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.9,10.33,0,1970-01-01 00:29:14.889573,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.5,10.4,0,1970-01-01 00:29:14.889583,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.3,10.11,0,1970-01-01 00:29:14.889593,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.3,10.48,0,1970-01-01 00:29:14.889613,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.4,10.39,0,1970-01-01 00:29:14.889623,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.7,10.21,0,1970-01-01 00:29:14.889634,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.6,10.34,0,1970-01-01 00:29:14.889644,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,9.1,10.52,0,1970-01-01 00:29:14.889654,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.3,10.43,0,1970-01-01 00:29:14.889674,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.6,10.47,0,1970-01-01 00:29:14.889684,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,9.95,0,1970-01-01 00:29:14.889705,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.0,10.3,0,1970-01-01 00:29:14.889715,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.6,10.23,0,1970-01-01 00:29:14.889725,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,10.34,0,1970-01-01 00:29:14.889735,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.9,10.17,0,1970-01-01 00:29:14.889745,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.6,10.38,0,1970-01-01 00:29:14.889755,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.8,10.42,0,1970-01-01 00:29:14.889765,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.4,10.39,0,1970-01-01 00:29:14.889775,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.1,10.33,0,1970-01-01 00:29:14.889785,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.7,10.37,0,1970-01-01 00:29:14.889795,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.0,10.47,0,1970-01-01 00:29:14.889815,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.3,10.18,0,1970-01-01 00:29:14.889825,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.0,10.33,0,1970-01-01 00:29:14.889835,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.2,10.38,0,1970-01-01 00:29:14.889845,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.5,10.41,0,1970-01-01 00:29:14.889855,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,8.2,10.36,0,1970-01-01 00:29:14.889865,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.2,10.39,0,1970-01-01 00:29:14.889876,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.1,10.28,0,1970-01-01 00:29:14.889896,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.9,10.27,0,1970-01-01 00:29:14.889906,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,10.23,0,1970-01-01 00:29:14.889926,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.0,10.34,0,1970-01-01 00:29:14.889936,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.1,10.34,0,1970-01-01 00:29:14.889946,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.7,10.73,0,1970-01-01 00:29:14.889956,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.9,10.41,0,1970-01-01 00:29:14.889976,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.1,10.26,0,1970-01-01 00:29:14.889986,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.7,10.18,0,1970-01-01 00:29:14.890006,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.7,10.18,0,1970-01-01 00:29:14.890036,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.2,10.12,0,1970-01-01 00:29:14.890057,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.6,10.45,0,1970-01-01 00:29:14.890067,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.7,10.5,0,1970-01-01 00:29:14.890077,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.8,10.46,0,1970-01-01 00:29:14.890087,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,5.3,10.54,0,1970-01-01 00:29:14.890097,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.7,10.44,0,1970-01-01 00:29:14.890122,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.2,10.47,0,1970-01-01 00:29:14.890148,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.4,10.43,0,1970-01-01 00:29:14.890158,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.3,10.48,0,1970-01-01 00:29:14.890178,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,1.4,10.66,0,1970-01-01 00:29:14.890188,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,3.4,10.4,0,1970-01-01 00:29:14.890198,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.5,10.28,0,1970-01-01 00:29:14.890208,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.2,10.28,0,1970-01-01 00:29:14.890218,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.23,0,1970-01-01 00:29:14.890228,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.5,10.57,0,1970-01-01 00:29:14.890248,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.7,10.33,0,1970-01-01 00:29:14.890259,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.5,10.36,0,1970-01-01 00:29:14.890268,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.5,10.22,0,1970-01-01 00:29:14.890279,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.7,10.32,0,1970-01-01 00:29:14.890309,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.08,0,1970-01-01 00:29:14.890319,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.5,10.44,0,1970-01-01 00:29:14.890329,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.7,10.24,0,1970-01-01 00:29:14.890349,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.1,10.44,0,1970-01-01 00:29:14.890359,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.5,10.27,0,1970-01-01 00:29:14.890369,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.3,10.29,0,1970-01-01 00:29:14.890379,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.2,10.2,0,1970-01-01 00:29:14.890389,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.7,10.36,0,1970-01-01 00:29:14.890400,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.4,10.46,0,1970-01-01 00:29:14.890410,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,10.0,10.56,0,1970-01-01 00:29:14.890430,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,0.3,10.36,0,1970-01-01 00:29:14.890450,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,2.7,10.52,0,1970-01-01 00:29:14.890460,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.2,10.57,0,1970-01-01 00:29:14.890470,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,6.7,10.41,0,1970-01-01 00:29:14.890480,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,7.8,10.56,0,1970-01-01 00:29:14.890490,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.0,10.65,0,1970-01-01 00:29:14.890510,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
2.5,4.7,10.43,0,1970-01-01 00:29:14.890531,1.0,1,1,1,1_2,0.4781444285031085,52.18555714968915
