出口voc,进口voc,风管内风速值,进口0出口1,创建时间,风量,风速段,浓度时间段,时间段序号,拼接时间段,穿透率,处理效率
2.7,2.3,10.28,1,1970-01-01 00:29:14.893961,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
4.0,2.3,10.27,1,1970-01-01 00:29:14.893991,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.45,1,1970-01-01 00:29:14.894001,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.14,1,1970-01-01 00:29:14.894123,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.41,1,1970-01-01 00:29:14.894132,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.36,1,1970-01-01 00:29:14.894173,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.38,1,1970-01-01 00:29:14.894304,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.6,2.3,10.38,1,1970-01-01 00:29:14.894314,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.2,2.3,10.22,1,1970-01-01 00:29:14.894415,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.19,1,1970-01-01 00:29:14.894455,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.22,1,1970-01-01 00:29:14.894475,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.5,1,1970-01-01 00:29:14.894496,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.4,1,1970-01-01 00:29:14.894525,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.19,1,1970-01-01 00:29:14.894536,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.3,1,1970-01-01 00:29:14.894546,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.3,1,1970-01-01 00:29:14.894556,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.4,2.3,10.51,1,1970-01-01 00:29:14.894626,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.4,1,1970-01-01 00:29:14.894677,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.8,2.3,10.51,1,1970-01-01 00:29:14.894687,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.4,2.3,10.28,1,1970-01-01 00:29:14.894718,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.34,1,1970-01-01 00:29:14.894728,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.29,1,1970-01-01 00:29:14.894748,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.3,1,1970-01-01 00:29:14.894778,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.42,1,1970-01-01 00:29:14.894788,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.53,1,1970-01-01 00:29:14.894798,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.1,2.3,10.58,1,1970-01-01 00:29:14.894848,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.26,1,1970-01-01 00:29:14.894949,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.31,1,1970-01-01 00:29:14.894990,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.42,1,1970-01-01 00:29:14.895000,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.1,2.3,10.21,1,1970-01-01 00:29:14.895060,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.4,2.3,10.16,1,1970-01-01 00:29:14.895091,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.38,1,1970-01-01 00:29:14.895111,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.2,2.3,10.22,1,1970-01-01 00:29:14.895141,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.25,1,1970-01-01 00:29:14.895171,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.37,1,1970-01-01 00:29:14.895181,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.44,1,1970-01-01 00:29:14.895212,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.39,1,1970-01-01 00:29:14.895222,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.1,2.3,10.49,1,1970-01-01 00:29:14.895232,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.28,1,1970-01-01 00:29:14.895252,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.38,1,1970-01-01 00:29:14.895262,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.32,1,1970-01-01 00:29:14.895302,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.8,2.3,10.44,1,1970-01-01 00:29:14.895333,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.59,1,1970-01-01 00:29:14.895343,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.51,1,1970-01-01 00:29:14.895353,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.47,1,1970-01-01 00:29:14.895394,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.35,1,1970-01-01 00:29:14.895404,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.21,1,1970-01-01 00:29:14.895414,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.4,2.3,10.28,1,1970-01-01 00:29:14.895424,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.36,1,1970-01-01 00:29:14.895484,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.12,1,1970-01-01 00:29:14.895606,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.28,1,1970-01-01 00:29:14.895615,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.6,2.3,10.64,1,1970-01-01 00:29:14.895635,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.5,1,1970-01-01 00:29:14.895646,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.43,1,1970-01-01 00:29:14.895686,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.35,1,1970-01-01 00:29:14.895708,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.44,1,1970-01-01 00:29:14.895717,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.36,1,1970-01-01 00:29:14.895728,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.42,1,1970-01-01 00:29:14.895738,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.31,1,1970-01-01 00:29:14.895748,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.46,1,1970-01-01 00:29:14.895778,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.21,1,1970-01-01 00:29:14.895787,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.22,1,1970-01-01 00:29:14.895808,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.16,1,1970-01-01 00:29:14.895919,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.28,1,1970-01-01 00:29:14.895929,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.25,1,1970-01-01 00:29:14.896011,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.56,1,1970-01-01 00:29:14.896021,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.1,2.3,10.39,1,1970-01-01 00:29:14.896031,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.19,1,1970-01-01 00:29:14.896060,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.6,2.3,10.38,1,1970-01-01 00:29:14.896071,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.6,2.3,10.23,1,1970-01-01 00:29:14.896162,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.06,1,1970-01-01 00:29:14.896172,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.75,1,1970-01-01 00:29:14.896202,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.1,2.3,10.38,1,1970-01-01 00:29:14.896232,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.52,1,1970-01-01 00:29:14.896242,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.2,2.3,10.33,1,1970-01-01 00:29:14.896252,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.4,2.3,10.12,1,1970-01-01 00:29:14.896272,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.46,1,1970-01-01 00:29:14.896283,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.69,1,1970-01-01 00:29:14.896293,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,9.89,1,1970-01-01 00:29:14.896343,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.26,1,1970-01-01 00:29:14.896354,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.53,1,1970-01-01 00:29:14.896394,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.25,1,1970-01-01 00:29:14.896414,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.41,1,1970-01-01 00:29:14.896425,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.19,1,1970-01-01 00:29:14.896455,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.8,2.3,10.49,1,1970-01-01 00:29:14.896475,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.37,1,1970-01-01 00:29:14.896506,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.28,1,1970-01-01 00:29:14.896526,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.48,1,1970-01-01 00:29:14.896556,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.01,1,1970-01-01 00:29:14.896567,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.33,1,1970-01-01 00:29:14.896576,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.22,1,1970-01-01 00:29:14.896596,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.44,1,1970-01-01 00:29:14.896607,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.6,2.3,10.41,1,1970-01-01 00:29:14.896647,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.32,1,1970-01-01 00:29:14.896667,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.28,1,1970-01-01 00:29:14.896677,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.28,1,1970-01-01 00:29:14.896717,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.4,2.3,10.43,1,1970-01-01 00:29:14.896778,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.41,1,1970-01-01 00:29:14.896838,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.22,1,1970-01-01 00:29:14.896868,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.28,1,1970-01-01 00:29:14.896889,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.4,2.3,10.14,1,1970-01-01 00:29:14.896909,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.1,2.3,10.4,1,1970-01-01 00:29:14.896949,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.16,1,1970-01-01 00:29:14.896960,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.19,1,1970-01-01 00:29:14.896970,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.34,1,1970-01-01 00:29:14.896989,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.44,1,1970-01-01 00:29:14.897010,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.17,1,1970-01-01 00:29:14.897030,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.24,1,1970-01-01 00:29:14.897061,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.33,1,1970-01-01 00:29:14.897091,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.6,2.3,10.51,1,1970-01-01 00:29:14.897101,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.5,1,1970-01-01 00:29:14.897111,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.34,1,1970-01-01 00:29:14.897121,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.39,1,1970-01-01 00:29:14.897131,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.46,1,1970-01-01 00:29:14.897141,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.09,1,1970-01-01 00:29:14.897151,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.31,1,1970-01-01 00:29:14.897172,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.34,1,1970-01-01 00:29:14.897232,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.3,1,1970-01-01 00:29:14.897242,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.36,1,1970-01-01 00:29:14.897262,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.45,1,1970-01-01 00:29:14.897302,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.12,1,1970-01-01 00:29:14.897372,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.51,1,1970-01-01 00:29:14.897413,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.36,1,1970-01-01 00:29:14.897433,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.26,1,1970-01-01 00:29:14.897453,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.7,2.3,10.25,1,1970-01-01 00:29:14.897463,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.72,1,1970-01-01 00:29:14.897525,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.2,2.3,10.3,1,1970-01-01 00:29:14.897535,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.41,1,1970-01-01 00:29:14.897575,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.22,1,1970-01-01 00:29:14.897635,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.09,1,1970-01-01 00:29:14.897645,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.3,1,1970-01-01 00:29:14.897726,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.37,1,1970-01-01 00:29:14.897736,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.24,1,1970-01-01 00:29:14.897746,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.8,2.3,10.27,1,1970-01-01 00:29:14.897756,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.22,1,1970-01-01 00:29:14.897766,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.21,1,1970-01-01 00:29:14.897777,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.52,1,1970-01-01 00:29:14.897787,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.34,1,1970-01-01 00:29:14.897797,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.3,1,1970-01-01 00:29:14.897807,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.57,1,1970-01-01 00:29:14.897827,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.49,1,1970-01-01 00:29:14.897837,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.37,1,1970-01-01 00:29:14.897888,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.1,2.3,10.27,1,1970-01-01 00:29:14.897898,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.48,1,1970-01-01 00:29:14.897909,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.05,1,1970-01-01 00:29:14.897918,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.5,2.3,10.42,1,1970-01-01 00:29:14.897928,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.4,1,1970-01-01 00:29:14.897938,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.54,1,1970-01-01 00:29:14.897948,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.4,1,1970-01-01 00:29:14.897999,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.39,1,1970-01-01 00:29:14.898019,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.12,1,1970-01-01 00:29:14.898029,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.37,1,1970-01-01 00:29:14.898090,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.36,1,1970-01-01 00:29:14.898111,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.31,1,1970-01-01 00:29:14.898140,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.8,2.3,10.3,1,1970-01-01 00:29:14.898171,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.55,1,1970-01-01 00:29:14.898181,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.2,1,1970-01-01 00:29:14.898201,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.9,2.3,10.42,1,1970-01-01 00:29:14.898221,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.14,1,1970-01-01 00:29:14.898241,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.6,2.3,10.29,1,1970-01-01 00:29:14.898251,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.61,1,1970-01-01 00:29:14.898262,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.37,1,1970-01-01 00:29:14.898272,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.0,2.3,10.57,1,1970-01-01 00:29:14.898302,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.6,1,1970-01-01 00:29:14.898312,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.2,2.3,10.24,1,1970-01-01 00:29:14.898332,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.2,2.3,10.43,1,1970-01-01 00:29:14.898342,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.3,2.3,10.13,1,1970-01-01 00:29:14.898352,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
0.1,2.3,10.48,1,1970-01-01 00:29:14.898363,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.5,2.3,10.27,1,1970-01-01 00:29:14.898373,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.4,2.3,10.28,1,1970-01-01 00:29:14.898383,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.7,2.3,10.32,1,1970-01-01 00:29:14.898393,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.8,2.3,10.39,1,1970-01-01 00:29:14.898404,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
3.6,2.3,10.27,1,1970-01-01 00:29:14.898424,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
4.0,2.3,10.35,1,1970-01-01 00:29:14.898443,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
1.8,2.3,10.2,1,1970-01-01 00:29:14.898463,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
2.3,2.3,10.07,1,1970-01-01 00:29:14.898503,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
4.0,2.3,10.33,1,1970-01-01 00:29:14.898514,1.0,1,2,2,1_2,0.4781444285031085,52.18555714968915
